District,Date,Population_0-5,Population_13-18,Population_19-64,Population_6-12,Population_65+,Population_Total,Population_Female_0-5,Population_Female_13-18,Population_Female_19-64,Population_Female_6-12,Population_Female_65+,Population_Female_Total,Population_Male_0-5,Population_Male_13-18,Population_Male_19-64,Population_Male_6-12,Population_Male_65+,Population_Male_Total
Gwangjin,2013-05-01,16812,25963,271063,20315,36392,370545,8162,12486,136828,9907,20216,187599,8650,13477,134235,10408,16176,182946
Gwangjin,2013-06-01,16781,25788,270956,20239,36515,370279,8139,12400,136764,9849,20283,187435,8642,13388,134192,10390,16232,182844
Gwangjin,2013-07-01,16739,25716,270874,20148,36632,370109,8124,12359,136739,9814,20356,187392,8615,13357,134135,10334,16276,182717
Gwangjin,2013-08-01,16670,25687,270663,20056,36832,369908,8097,12384,136649,9757,20449,187336,8573,13303,134014,10299,16383,182572
Gwangjin,2013-09-01,16663,25619,270763,20016,36975,370036,8068,12359,136727,9762,20531,187447,8595,13260,134036,10254,16444,182589
Gwangjin,2013-10-01,16547,25534,270553,19912,37086,369632,8007,12323,136644,9685,20595,187254,8540,13211,133909,10227,16491,182378
Gwangjin,2013-11-01,16480,25443,270411,19832,37222,369388,7977,12301,136599,9671,20679,187227,8503,13142,133812,10161,16543,182161
Gwangjin,2013-12-01,16463,25342,270022,19687,37413,368927,7981,12290,136395,9601,20796,187063,8482,13052,133627,10086,16617,181864
Gwangjin,2014-01-01,16356,25180,269955,19584,37591,368666,7953,12215,136416,9538,20881,187003,8403,12965,133539,10046,16710,181663
Gwangjin,2014-02-01,16281,25023,270004,19508,37734,368550,7904,12143,136498,9522,20970,187037,8377,12880,133506,9986,16764,181513
Gwangjin,2014-03-01,16199,24922,269953,19401,37850,368325,7880,12101,136488,9481,20999,186949,8319,12821,133465,9920,16851,181376
Gwangjin,2014-04-01,16146,24849,269590,19295,38013,367893,7853,12049,136306,9445,21086,186739,8293,12800,133284,9850,16927,181154
Gwangjin,2014-05-01,16123,24689,269178,19244,38157,367391,7834,11982,136085,9407,21160,186468,8289,12707,133093,9837,16997,180923
Gwangjin,2014-06-01,16101,24514,268846,19211,38267,366939,7842,11885,135936,9383,21227,186273,8259,12629,132910,9828,17040,180666
Gwangjin,2014-07-01,16059,24351,268356,19138,38404,366308,7816,11779,135651,9383,21314,185943,8243,12572,132705,9755,17090,180365
Gwangjin,2014-08-01,16020,24192,268023,19090,38541,365866,7768,11708,135555,9380,21392,185803,8252,12484,132468,9710,17149,180063
Gwangjin,2014-09-01,16020,24011,267658,19064,38603,365356,7774,11619,135406,9366,21417,185582,8246,12392,132252,9698,17186,179774
Gwangjin,2014-10-01,15985,23822,267112,18997,38709,364625,7776,11514,135134,9324,21453,185201,8209,12308,131978,9673,17256,179424
Gwangjin,2014-11-01,15908,23700,266631,18910,38743,363892,7743,11459,134912,9280,21475,184869,8165,12241,131719,9630,17268,179023
Gwangjin,2014-12-01,15898,23508,266291,18849,38808,363354,7719,11375,134758,9251,21513,184616,8179,12133,131533,9598,17295,178738
Gwangjin,2015-01-01,15866,23288,266256,18798,38974,363182,7713,11266,134803,9247,21578,184607,8153,12022,131453,9551,17396,178575
Gwangjin,2015-02-01,15830,23167,266382,18762,39129,363270,7708,11198,134909,9200,21661,184676,8122,11969,131473,9562,17468,178594
Gwangjin,2015-03-01,15832,23025,266325,18690,39264,363136,7708,11120,134969,9171,21736,184704,8124,11905,131356,9519,17528,178432
Gwangjin,2015-04-01,15802,22923,266213,18615,39331,362884,7701,11065,134894,9118,21775,184553,8101,11858,131319,9497,17556,178331
Gwangjin,2015-05-01,15815,22801,265976,18569,39461,362622,7681,11029,134818,9106,21824,184458,8134,11772,131158,9463,17637,178164
Gwangjin,2015-06-01,15845,22693,265582,18507,39570,362197,7678,10977,134650,9067,21879,184251,8167,11716,130932,9440,17691,177946
Gwangjin,2015-07-01,15812,22611,265369,18458,39690,361940,7678,10936,134592,9058,21937,184201,8134,11675,130777,9400,17753,177739
Gwangjin,2015-08-01,15791,22519,265018,18416,39743,361487,7678,10905,134422,9019,21973,183997,8113,11614,130596,9397,17770,177490
Gwangjin,2015-09-01,15738,22418,264789,18368,39860,361173,7644,10838,134305,9009,22030,183826,8094,11580,130484,9359,17830,177347
Gwangjin,2015-10-01,15697,22160,264701,18304,40023,360885,7641,10712,134230,8962,22132,183677,8056,11448,130471,9342,17891,177208
Gwangjin,2015-11-01,15684,21994,264601,18295,40089,360663,7639,10622,134196,8962,22175,183594,8045,11372,130405,9333,17914,177069
Gwangjin,2015-12-01,15680,21875,264334,18275,40205,360369,7610,10573,134113,8948,22241,183485,8070,11302,130221,9327,17964,176884
Gwangjin,2016-01-01,15629,21677,264224,18221,40381,360132,7579,10470,134170,8927,22347,183493,8050,11207,130054,9294,18034,176639
Gwangjin,2016-02-01,15581,21556,264338,18191,40478,360144,7566,10424,134304,8887,22421,183602,8015,11132,130034,9304,18057,176542
Gwangjin,2016-03-01,15588,21462,264338,18125,40570,360083,7585,10379,134334,8859,22475,183632,8003,11083,130004,9266,18095,176451
Gwangjin,2016-04-01,15563,21371,264255,18024,40686,359899,7605,10315,134307,8796,22540,183563,7958,11056,129948,9228,18146,176336
Gwangjin,2016-05-01,15603,21253,263903,17977,40758,359494,7617,10254,134099,8778,22608,183356,7986,10999,129804,9199,18150,176138
Gwangjin,2016-06-01,15549,21126,263864,17954,40817,359310,7608,10156,134193,8779,22637,183373,7941,10970,129671,9175,18180,175937
Gwangjin,2016-07-01,15538,20953,263784,17916,40926,359117,7603,10065,134144,8757,22705,183274,7935,10888,129640,9159,18221,175843
Gwangjin,2016-08-01,15489,20831,263748,17865,40986,358919,7564,10011,134124,8735,22754,183188,7925,10820,129624,9130,18232,175731
Gwangjin,2016-09-01,15443,20710,263680,17831,41080,358744,7530,9955,134081,8724,22794,183084,7913,10755,129599,9107,18286,175660
Gwangjin,2016-10-01,15318,20578,263397,17797,41172,358262,7463,9913,133933,8684,22851,182844,7855,10665,129464,9113,18321,175418
Gwangjin,2016-11-01,15183,20426,263125,17770,41222,357726,7397,9849,133813,8689,22887,182635,7786,10577,129312,9081,18335,175091
Gwangjin,2016-12-01,15162,20292,262722,17747,41292,357215,7399,9778,133625,8669,22947,182418,7763,10514,129097,9078,18345,174797
Gwangjin,2017-01-01,15064,20205,262733,17741,41560,357303,7325,9715,133713,8690,23101,182544,7739,10490,129020,9051,18459,174759
Gwangjin,2017-02-01,15053,20112,262760,17698,41774,357397,7318,9669,133774,8659,23214,182634,7735,10443,128986,9039,18560,174763
Gwangjin,2017-03-01,14977,19971,262562,17666,42035,357211,7288,9592,133728,8644,23360,182612,7689,10379,128834,9022,18675,174599
Gwangjin,2017-04-01,14910,19849,262683,17620,42199,357261,7275,9544,133842,8610,23451,182722,7635,10305,128841,9010,18748,174539
Gwangjin,2017-05-01,14846,19704,262409,17602,42567,357128,7238,9467,133658,8609,23660,182632,7608,10237,128751,8993,18907,174496
Gwangjin,2017-06-01,14839,19563,262572,17572,42706,357252,7227,9399,133769,8607,23740,182742,7612,10164,128803,8965,18966,174510
Gwangjin,2017-07-01,14752,19526,262681,17549,42911,357419,7172,9373,133884,8613,23846,182888,7580,10153,128797,8936,19065,174531
Gwangjin,2017-08-01,14750,19451,262941,17537,43121,357800,7186,9350,134072,8628,23949,183185,7564,10101,128869,8909,19172,174615
Gwangjin,2017-09-01,14664,19321,262805,17537,43416,357743,7136,9310,134049,8615,24099,183209,7528,10011,128756,8922,19317,174534
Gwangjin,2017-10-01,14612,19192,262810,17499,43552,357665,7114,9251,134064,8582,24162,183173,7498,9941,128746,8917,19390,174492
Gwangjin,2017-11-01,14532,19111,263010,17488,43632,357773,7059,9213,134231,8581,24206,183290,7473,9898,128779,8907,19426,174483
Gwangjin,2017-12-01,14497,18970,262990,17456,43790,357703,7044,9151,134237,8546,24311,183289,7453,9819,128753,8910,19479,174414
Gwangjin,2018-01-01,14367,18831,263199,17399,43989,357785,6971,9077,134400,8506,24403,183357,7396,9754,128799,8893,19586,174428
Gwangjin,2018-02-01,14273,18724,263179,17402,44122,357700,6929,9043,134399,8521,24485,183377,7344,9681,128780,8881,19637,174323
Gwangjin,2018-03-01,14162,18635,262732,17347,44273,357149,6898,9035,134238,8457,24575,183203,7264,9600,128494,8890,19698,173946
Gwangjin,2018-04-01,14036,18538,262498,17317,44368,356757,6828,8981,134072,8456,24637,182974,7208,9557,128426,8861,19731,173783
Gwangjin,2018-05-01,13940,18352,262063,17304,44517,356176,6794,8897,133902,8436,24712,182741,7146,9455,128161,8868,19805,173435
Gwangjin,2018-06-01,13806,18205,261790,17330,44617,355748,6701,8833,133781,8461,24756,182532,7105,9372,128009,8869,19861,173216
Gwangjin,2018-07-01,13729,18114,261487,17313,44709,355352,6674,8797,133679,8452,24797,182399,7055,9317,127808,8861,19912,172953
Gwangjin,2018-08-01,13606,18007,261308,17341,44847,355109,6625,8753,133607,8470,24888,182343,6981,9254,127701,8871,19959,172766
Gwangjin,2018-09-01,13519,17943,261204,17350,45016,355032,6589,8716,133617,8473,24959,182354,6930,9227,127587,8877,20057,172678
Gwangjin,2018-10-01,13507,17841,261277,17379,45137,355141,6585,8680,133673,8473,25056,182467,6922,9161,127604,8906,20081,172674
Gwangjin,2018-11-01,13457,17722,261621,17464,45291,355555,6562,8634,133894,8506,25143,182739,6895,9088,127727,8958,20148,172816
Gwangjin,2018-12-01,13409,17589,261617,17512,45432,355559,6527,8555,133907,8544,25232,182765,6882,9034,127710,8968,20200,172794
Gwangjin,2019-01-01,13274,17445,261614,17439,45610,355382,6437,8489,133895,8530,25319,182670,6837,8956,127719,8909,20291,172712
Gwangjin,2019-02-01,13210,17331,261615,17393,45838,355387,6420,8449,133942,8505,25422,182738,6790,8882,127673,8888,20416,172649
Gwangjin,2019-03-01,13099,17201,261194,17317,46062,354873,6367,8399,133730,8446,25570,182512,6732,8802,127464,8871,20492,172361
Gwangjin,2019-04-01,12955,17104,260789,17280,46216,354344,6298,8374,133564,8429,25669,182334,6657,8730,127225,8851,20547,172010
Gwangjin,2019-05-01,12803,16930,260726,17303,46396,354158,6221,8285,133553,8447,25752,182258,6582,8645,127173,8856,20644,171900
Gwangjin,2019-06-01,12679,16857,260522,17275,46545,353878,6152,8250,133434,8442,25800,182078,6527,8607,127088,8833,20745,171800
Gwangjin,2019-07-01,12570,16734,259929,17241,46732,353206,6114,8174,133147,8433,25884,181752,6456,8560,126782,8808,20848,171454
Gwangjin,2019-08-01,12454,16684,259770,17185,46909,353002,6056,8157,133074,8380,26012,181679,6398,8527,126696,8805,20897,171323
Gwangjin,2019-09-01,12369,16596,259450,17151,47126,352692,6012,8118,132973,8360,26126,181589,6357,8478,126477,8791,21000,171103
Gwangjin,2019-10-01,12265,16426,259061,17088,47364,352204,5964,7998,132841,8358,26252,181413,6301,8428,126220,8730,21112,170791
Gwangjin,2019-11-01,12180,16341,258670,16996,47512,351699,5925,7971,132695,8323,26333,181247,6255,8370,125975,8673,21179,170452
Gwangjin,2019-12-01,12108,16205,258421,16935,47681,351350,5885,7920,132578,8273,26432,181088,6223,8285,125843,8662,21249,170262
Gwangjin,2020-01-01,11968,16017,258330,16945,48003,351263,5821,7838,132588,8266,26586,181099,6147,8179,125742,8679,21417,170164
Gwangjin,2020-02-01,11819,15964,258094,16884,48271,351032,5753,7852,132474,8220,26733,181032,6066,8112,125620,8664,21538,170000
Gwangjin,2020-03-01,11667,15872,257378,16779,48721,350417,5712,7828,132154,8155,27000,180849,5955,8044,125224,8624,21721,169568
Gwangjin,2020-04-01,11507,15819,257080,16691,48919,350016,5656,7805,132117,8115,27110,180803,5851,8014,124963,8576,21809,169213
Gwangjin,2020-05-01,11408,15767,256918,16655,49052,349800,5609,7773,132094,8088,27187,180751,5799,7994,124824,8567,21865,169049
Gwangjin,2020-06-01,11300,15740,256720,16618,49196,349574,5537,7755,132056,8085,27262,180695,5763,7985,124664,8533,21934,168879
